fecha,u[m/s]         ,Ts[degC]       ,a[g/m3]        ,p_ref[hPa]     ,Var[u]         ,Var[Ts]        ,Var[a]         ,dir[deg]       ,ustar[m/s]     ,HTs[W/m2]      ,LvE[W/m2]      ,z/L            ,z/L-virt       ,Flag(ustar)    ,Flag(HTs)      ,Flag(LvE)      , r_err_ustar[%],   r_err_HTs[%],   r_err_LvE[%],T_min,T_max
2018-10-31,5.828746496874996,12.634699428124998,11.418893755056173,1015.1729055937502,4.773434769791668,13.660910284374998,0.5855394348314604,283.0321562885416,0.9110992416666664,1763.9470429789487,294.36202438068165,0.07032579270833332,0.058433501041666565,1.3125,3.15625,2.2708333333333335,4.633164447916666,19.566277537894727,20.422006071590904,7.815431600000003,29.681365999999958
2018-11-01,3.5572873729166656,8.432532427083329,8.335317354166667,1020.0799300312498,1.1422383177083328,0.5626414218750003,0.05197821562500002,276.38278563958323,0.3926641010416667,117.94540817291663,76.90853358958333,0.0020577885416666664,-0.00022929895833331913,1.0625,1.65625,1.15625,5.020187190624997,11.217899396874996,12.9060244375,5.775031599999994,10.939580900000008
2018-11-02,2.4053059812499993,9.160346048958333,11.429225299999999,1013.5069326354163,0.6053184166666662,0.03107494999999998,38.51651227849463,147.21244104999985,0.2537056979166666,8.15462806874999,-169.2487900655913,0.21164361458333325,0.18115771354166665,1.1666666666666667,2.5208333333333335,2.0,5.096376096875,11.75740848333333,27.96553601612903,6.977293499999984,10.604305299999988
2018-11-03,2.2794244864583333,12.697233121874989,13.389010960416662,1011.75346628125,0.5445484749999995,0.45195382812499957,0.09162472708333336,175.79250442083335,0.25144543541666675,92.54014841770824,63.09157909999999,0.023719899999999915,0.013914628125000073,1.3333333333333333,1.5520833333333333,2.4895833333333335,6.795031449999997,14.757858371875002,44.71861509270831,7.15116690000001,18.08019829999996
2018-11-04,3.1135327979166667,18.42667995937499,16.39557540416666,1013.2354190312499,0.969725017708333,0.43615648020833286,0.38104282083333335,136.96536524687488,0.3481682895833333,72.47860543684213,85.31477843229165,0.07429980104166677,0.041837295833333184,1.1875,1.90625,2.5104166666666665,5.067057419791664,11.803026709473677,42.46272175625,10.69729610000001,25.972766899999943
2018-11-05,3.300093868749999,16.808854908333323,16.13286273645832,1014.8609568645834,1.0354878114583326,0.28364411562499986,0.11477247500000003,187.7413668614582,0.36580218229166667,55.67569321354165,58.76826268437497,0.0015531510416666612,-0.0009136739583333445,1.2291666666666667,2.1875,1.5833333333333333,5.445253837500001,11.097743473958332,17.714851181249998,12.528466200000002,24.02795409999999
2018-11-06,3.3278054270833315,13.320119065624993,11.809299985416667,1022.5614376041668,1.1510695156249995,0.394206292708333,0.13453449895833322,224.15962562291668,0.34806836770833316,112.63272057368422,82.17913236666668,-0.07748469270833351,-0.0904391364583334,1.59375,2.3645833333333335,2.3958333333333335,7.895589745833327,22.88837476842104,40.32593531458332,8.493739099999997,20.874704399999974
2018-11-07,3.055921291666665,12.015017648958327,12.703721597619042,1026.7545973958333,1.0384581020833328,0.5985732427083333,19.081279542857146,206.66335925729155,0.33668346770833324,117.22325811397849,67.84819023012048,-0.023582107291666637,0.0034163520833333304,1.6145833333333333,2.7916666666666665,3.34375,7.681311520833329,24.12143865806451,33.59026641927709,4.142899999999998,17.464849499999968
2018-11-08,5.574817959375,18.74547680625,16.402779873958327,1016.2625630937496,2.386828117708333,0.18379487187500007,0.08356277291666665,109.14865645000002,0.5921174479166665,59.91382844895833,91.12846305520834,0.0040375697916666675,0.003657000000000002,1.0,2.6979166666666665,2.2395833333333335,3.6925133604166676,9.531807313541655,53.69150771979165,12.412100799999983,25.453960399999996
2018-11-09,3.6177897833333326,22.939660382291667,20.569945093827158,1008.5683530833334,3.1042280677083336,0.2560871635416666,5.13512622625,114.29027584687496,0.48134064791666664,430.5785207031577,-5.191324977777804,0.021571033333333323,0.020203928124999996,1.1666666666666667,2.3125,3.0729166666666665,5.038533353124998,10.27194076631579,24.47931717000001,15.873295800000031,32.19482040000002
2018-11-10,2.9851378385416667,18.544865835416662,18.98655185,1008.2362449270832,1.3050341062499997,2.673988228125,2.424159823157895,174.69177137291663,0.42513505937500023,358.4891426125001,58.300364070526314,-0.015226904166666643,-0.020167406250000002,1.0416666666666667,2.25,2.1770833333333335,5.0769591812499995,18.24130318854166,26.152412492631573,15.172568299999982,22.91083909999998
2018-11-11,5.9924317895833354,15.90439493958332,13.912363795833334,1013.0707690208332,2.8997323374999993,0.06929601354166665,1.729751134375,199.98557662916662,0.6746323937499996,17.063379171875,16.266935781052634,-0.0010547885416666658,-0.0008927145833333335,1.0,3.1145833333333335,2.1354166666666665,3.6743414677083304,28.381991634374888,34.56358936842105,15.16201969999991,17.242961899999937
2018-11-12,4.1950227447916655,18.26242252395832,15.794321087804875,1010.6141714166669,1.6348302927083338,0.21321309062500002,45.9284538419753,166.84633063749985,0.49571329166666644,26.2386844712766,140.80881698518508,0.00024336562499999926,-0.001040186458333331,1.0,3.5,4.135416666666667,4.162385247916666,13.739854037234043,96.55702566296293,16.30823140000001,20.07414440000002
2018-11-13,2.63632078875,18.086893813749985,13.688565326086952,1004.8054771541664,1.61351106625,1.1474063662499994,10.98654347971014,243.09355651124997,0.36776001124999985,196.88705862875,146.3830586913044,-0.017353126250000003,-0.019493739999999996,2.4375,3.65625,4.3125,6.126979614999998,14.349631758749998,63.174151801449284,15.277226400000012,43.20228579999994
2018-11-14,4.9093275561797745,16.1606685494382,12.9816642966292,999.5984573458339,4.856377039325841,6.669195953932585,2.5664225550561794,192.7275968842697,0.8628785382022472,1453.218371244944,166.18027834831457,0.021565531460674154,0.020702139325842698,1.75,2.875,2.5833333333333335,4.759225050561797,9.907230515730333,35.478146307865146,11.845261599999981,23.734550500000008
2018-11-15,4.963554353125001,14.20978245624999,12.06845945833333,1007.52818428125,1.9310264864583333,0.210293034375,0.1275254604166666,226.63588013750007,0.49624476874999984,62.07089858333334,151.3417816145833,0.025440962500000008,0.02326231979166667,1.0,2.0520833333333335,1.0625,3.993854409374998,10.548389206249999,10.77065883333333,7.5481567000000105,20.667501399999995
2018-11-16,3.1227598927083338,11.578291948958325,9.40064004583333,1018.8526720312499,0.9824047458333328,0.47247036458333275,0.20692887395833323,114.51160700208338,0.34801590208333316,89.79201595052626,127.192266868421,-0.02111991458333334,-0.02618477395833332,1.0208333333333333,1.875,1.4270833333333333,5.165023941666665,12.230604172631576,14.760100290526319,4.195727299999992,18.42370800000002
2018-11-17,4.4472142958333345,14.666625298958337,13.472503992708335,1007.8071048125001,1.7926298937499994,0.10934958645833333,7.288597545833329,194.52743797187497,0.4833909479166667,-1.054842496875004,59.15860238541663,-0.07876345104166667,-0.08412142083333336,1.125,2.8333333333333335,1.8229166666666667,4.57944844375,15.866834041666664,29.341112255208316,9.993037200000002,19.86354060000003
2018-11-18,3.694865716666666,13.749468003124997,12.161367430208328,1011.6391500312501,1.1212447604166662,0.4060657125,0.12272628541666668,189.17627374687507,0.39405679999999976,89.11274980625005,114.00920282499999,0.014821839583333317,0.011241443749999991,1.0,1.9895833333333333,1.25,4.666969702083331,17.679246461458337,12.545081901041664,8.965193699999988,17.954858800000007
2018-11-19,3.035464986458333,18.58771848229166,14.616278311458323,1011.8097471458336,0.916245065625,0.34891413124999976,0.20460859583333324,87.77181143854165,0.3226024281249999,60.67046465000001,135.66020819270832,-0.17208477916666665,-0.18096984166666655,1.0625,1.5625,1.5833333333333333,6.296279662500001,9.803638253125001,18.9152110875,10.447039600000016,26.0056305
2018-11-20,5.1222082416666685,22.38532738854167,18.30776979999999,1009.6783765312504,1.8831524562499993,0.18868406770833332,0.11581556666666663,67.47775983749999,0.5196992781249999,44.148030002083374,144.23997604947365,0.01070062708333333,0.009233110416666667,1.0,2.5520833333333335,1.21875,3.9362556854166653,9.062442646874999,10.581288140000002,15.721352599999882,28.481832500000067
2018-11-21,4.771624388541664,24.607151253125,20.964390079166666,1006.64401121875,1.7401757885416658,0.16374184999999994,0.16071446666666658,75.34008896354167,0.47700543124999983,39.40640793854165,142.72274707473682,0.022537470833333333,0.020545477083333336,1.0,2.2604166666666665,1.2708333333333333,4.238052003124996,12.335952397916664,13.27809492421053,17.042631100000037,31.3254604
2018-11-22,5.207629540624997,15.688364265624996,15.160605744791665,1011.82701365625,2.8027723125000006,2.3498356677083323,1.2163476822916666,222.1571410427082,0.615680271875,349.5461435452631,94.60287093368417,0.01143534270833333,0.01006414062500001,1.0625,2.8020833333333335,1.6979166666666667,4.2752113385416655,12.839966672631583,19.971072649473687,10.05136870000001,22.887456899999975
2018-11-23,5.5101480625,13.234427208333322,13.15732654791666,1019.3795446041663,2.313279384375,0.3326247281249999,0.03965284166666667,254.47228542708342,0.6145579302083329,110.30939859374995,85.75233756458336,-0.002988307291666666,-0.0033328291666666677,1.0,2.3854166666666665,1.0416666666666667,3.7314184354166673,8.087297564583332,11.013350056249998,10.07655139999998,16.255134599999867
2018-11-24,3.7597644999999997,13.641640028124991,12.792325119791663,1016.7092247604173,1.100210818749999,0.4997379729166664,0.0754704395833333,274.98950513125004,0.412004258333333,125.83131064999998,92.6212199294736,0.04047233125,0.03808934479166667,1.0208333333333333,1.3958333333333333,1.3541666666666667,4.62961820625,8.984031803125001,17.126179443157895,9.075820000000013,17.07393069999996
2018-11-25,2.3143924281249997,15.176806279166664,11.821419589473676,1014.4997768541666,0.6046360229166663,0.45455821145833325,0.7996177810526315,173.1243539166667,0.25061057604166664,85.15594079578948,101.03674448602143,0.08613911874999998,0.07639590104166666,1.5625,2.4375,2.96875,7.222078428124999,22.357384173684196,40.95650579677418,6.962883000000001,24.956800500000053
2018-11-26,1.648643418749999,18.893077104166665,16.742923989855072,1017.7622058124995,0.6717812510416663,0.45414824687499983,18.28866085942029,139.47014640520825,0.1906605625,77.53149398023253,197.92862857794123,-0.02071944895833334,-0.1404280718749997,2.6041666666666665,3.5833333333333335,4.260416666666667,13.226715655208329,22.15223698837209,30.64917809558822,11.023918200000018,27.365739800000025
2018-11-27,2.498959939583333,19.521988960416664,16.423459002083327,1019.7612808020835,0.6701920197916662,0.3224457874999999,0.4345663374999999,146.17579054895828,0.2797265572916667,65.75224479578941,121.83093207473677,0.07406569270833326,0.0568382052083333,1.4166666666666667,1.75,2.09375,6.2233200333333345,12.569559931578945,26.31957366315789,14.397492399999988,25.197578400000065
2018-11-28,3.6297036625000003,17.45986635520833,16.09636993229165,1019.3861859895834,1.183789407291667,0.3884150395833334,0.11453982291666653,190.52618090520835,0.4160049072916665,115.32398528124993,82.41183299578944,0.01965459999999999,0.019052912499999998,1.0,1.4166666666666667,2.59375,4.844632263541665,9.165439407291665,34.54133930105261,13.967002899999983,20.769660899999973
2018-11-29,3.3659975343749995,16.96352089062499,16.096883470833323,1016.3918457708327,1.0512140583333331,0.4491223093749995,0.07474136354166666,192.10117721458346,0.3810319302083332,108.889899140625,82.71155385789474,0.060596464583333225,0.06046365208333337,1.0208333333333333,1.5520833333333333,2.4479166666666665,4.951708568749998,10.153822699999997,37.433624199999976,13.333922399999983,19.901994699999978
2018-11-30,3.606566098958332,18.540639050000006,17.564570917647053,1010.7029070000002,2.9245229958333323,2.153768748958333,14.870120829761907,173.64228263229154,0.5965930270833334,777.604941065625,132.39105154512197,0.07098165312499992,0.1546429114583334,1.2291666666666667,2.2916666666666665,3.4270833333333335,5.083484317708335,13.067772700000004,38.10079640243901,13.856424300000006,22.68813900000003
2018-12-01,7.111361031249998,13.093605042708331,10.988665283333331,1017.7032527864586,4.649933611458333,5.865078018750001,0.3781055552083333,294.6464965354167,0.8903985031249991,941.6230231645828,233.8408933083333,-0.0006267489583333305,-0.0010962166666666667,1.1875,2.90625,1.3333333333333333,4.060838408333335,9.168757164583333,11.967672601041665,10.181995400000003,39.294647199999964
2018-12-02,3.0668230531249994,11.052632360416666,9.758330403125003,1019.0163230968748,0.9419655718749994,0.5583288427083329,0.7531564374999999,270.383341471875,0.32849891041666673,122.20960549062501,86.34864270729163,0.046598720833333364,0.03756997083333332,1.3333333333333333,1.84375,1.53125,6.423282929166665,19.64601001458333,17.009247447916646,6.782645699999993,14.448202099999973
2018-12-03,4.124720887499999,12.854670273958329,7.667959687012987,1009.6110172229169,1.5477652885416668,0.484399627083333,0.7567898324675326,272.7994578270834,0.435734539583333,129.82780885625002,126.04580933636359,0.062018737500000004,0.05921075833333328,1.5,3.0625,3.5729166666666665,6.305545847916668,15.98831331249999,31.825218529870128,6.57685900000001,16.217874500000033
2018-12-04,4.504334883333332,15.025024779166662,7.840607117647058,1008.6005096447916,1.5078310937499995,0.4600532218749999,0.15431355294117644,282.06352425312497,0.490664778125,139.31011818210524,70.55540050980382,-0.00872204583333334,-0.008720148958333328,1.0,3.3125,5.770833333333333,4.439412002083335,9.539919997894735,36.10065332352941,11.301853199999995,18.044294399999966
2018-12-05,4.287429348958335,14.412858207291658,8.60625262948718,1016.6068471291665,1.470435595833333,0.40852538645833314,0.8671626756410254,289.23528575520817,0.45632431874999985,115.30136717311834,74.09352631447365,0.017925017708333334,0.015208141666666668,1.0416666666666667,2.7916666666666665,3.7395833333333335,4.584352807291667,9.027317398924732,36.31122354605261,10.496313099999979,18.337678899999965
2018-12-06,4.899194553125,11.214424666666659,6.468479049999999,1024.7646827677079,1.9878806093749992,0.4838077260416667,0.12002496354166658,278.42862351979153,0.5395747624999998,113.22472578854162,81.23045607083328,0.010268389583333332,0.008221350000000002,1.0520833333333333,1.875,1.2916666666666667,4.685194457291666,9.357955348958333,14.215200730208322,7.479768300000008,13.802038199999904
2018-12-07,1.7411419354166664,13.111466315625,10.036111766666666,1022.9441013333322,0.6780951885416665,0.5819242166666666,0.721079608695652,110.74852391874997,0.2048829312499999,102.90227235760864,169.78328490869552,0.018375355208333256,-0.0002281458333333208,1.5625,2.6354166666666665,3.78125,9.699911839583333,12.454183656521737,136.18582843188403,3.6630058000000036,21.52294920000003
2018-12-08,4.391598206249999,18.957367013541667,11.301132267647054,1014.4247137697915,1.6213428208333325,0.26639643958333314,0.2633552470588234,80.58389059791661,0.4755556093749998,66.65906656458328,162.40580366764704,0.005125401041666664,0.004151854166666665,1.0,2.4791666666666665,3.5416666666666665,4.350446472916668,9.797276481249998,14.096255933823532,10.687635399999984,26.4428139
2018-12-09,3.489238022916668,19.43211007812499,10.613619058333327,1009.694658915625,1.8387062854166658,0.255541871875,3.578482106944444,102.17688918229162,0.45721945104166667,398.60159213645835,185.36654553999998,0.051764829166666644,0.043328148958333285,1.25,2.9270833333333335,4.260416666666667,5.00602869375,13.665668547916658,30.66759316,14.034154899999983,28.917539600000044
2018-12-10,3.4672155229166655,20.372351501041663,16.112703303124984,1011.1034196187502,1.1011723604166666,0.25906295,0.26285490729166666,96.87102160624998,0.3635832906249999,51.754340746874966,168.32371288749997,0.10595081979166664,0.09306555312499998,1.28125,1.9583333333333333,1.4791666666666667,4.552873861458333,17.258871092708336,15.224646882291658,13.526071499999967,29.84790609999997
2018-12-11,1.9981732291666667,20.815423037499993,18.760668324999997,1009.7676563260412,0.4689612416666664,0.112798971875,10.787681297916663,169.93481525416658,0.21648111354166658,10.638924756249997,87.73569470937495,0.25418423124999995,0.2011166541666667,1.8125,2.5833333333333335,2.3333333333333335,7.26599009583333,16.81824976354167,38.041309465625,15.682784999999981,27.60256960000001
2018-12-12,2.2987097839999997,15.986424941333329,11.567648783999996,1013.1559747052078,0.4541651026666665,0.21501963866666657,7.589997687999997,229.52305321333324,0.2277979613333333,36.88479108133331,75.39306774459455,0.19413441333333326,0.17672857733333336,3.0729166666666665,3.8020833333333335,3.5729166666666665,5.9037379040000015,12.837747846666662,24.361224210810803,11.557714499999982,21.051494600000023
2018-12-13,3.3456154123595496,16.741906178651686,9.098544247252748,1012.8396879833339,1.0933920168539326,0.08498371460674155,0.3752495395604396,153.185657535955,0.3655508674157304,-8.103828126966297,57.22898328089886,0.1005946280898876,0.09678649213483144,1.75,2.9375,2.5520833333333335,4.589801498876403,13.146459040449438,21.222979908988744,10.788629499999985,21.683074999999963
2018-12-14,3.423132436666666,18.092043672222214,9.753732358695649,1005.7133401166666,1.2672571244444437,0.34111680777777764,0.8616041516483512,186.3657961311111,0.3928976233333332,49.31091309666664,91.87624189775275,-0.062035420000000015,-0.06837287111111114,1.7395833333333333,2.6666666666666665,2.7604166666666665,5.690994139999998,18.59282199222222,40.328193480898875,13.221725500000026,24.99309919999997
2018-12-15,3.963775423333333,19.20053801888889,8.388162414130434,1012.5745919520832,1.3165204644444435,0.23514278333333316,0.11260006413043477,49.15562523888888,0.41572938222222205,48.08231342555557,117.75090304555553,0.016657118888888864,0.0145166711111111,1.5208333333333333,2.21875,1.8333333333333333,4.16435071111111,9.295956915555553,20.626903596666658,10.405393600000018,27.024801300000025
2018-12-16,5.23630918478261,23.88156806521738,10.675484151612903,1008.9338944718749,2.337704034782608,0.17221312934782604,0.1109428663043478,78.19906179999997,0.5479312119565216,45.057351332608675,125.21852520326087,0.016487830434782604,0.01527498043478261,1.3958333333333333,2.6458333333333335,1.5520833333333333,4.326657394565216,9.697324626086955,11.634009358695646,15.061108599999976,31.42613410000001
2018-12-17,5.6485409666666655,15.801565284946234,9.636221220212756,1014.1496213260415,2.8351247225806446,0.2715543021505376,0.04667503655913978,258.8009371989246,0.6478637634408602,86.48020643763435,60.129313796774184,0.017582080645161275,0.01636293010752686,1.4479166666666667,2.9791666666666665,1.78125,4.748236398924729,10.088915795698915,16.21735842258063,12.09687329999999,22.03176690000004
2018-12-18,3.313102901075269,15.129670927956983,8.44262964042553,1020.4329630531248,1.1261350892473114,0.6994247860215049,0.045370274193548374,204.2287207139785,0.39005869354838707,130.29795957526878,82.38398506559138,-0.037046209677419326,-0.038750066666666645,1.25,1.8020833333333333,1.3333333333333333,5.167281532258064,11.300951683870963,12.658855170967739,11.212086699999993,18.523477599999982
2018-12-19,3.211067979166667,17.957660014583343,11.563295672916665,1012.9801038145833,1.0605830302083326,0.48677240104166614,0.07068389374999995,146.80900867291663,0.3616808781249999,107.52554370729166,75.0106210833333,-0.053864117708333374,-0.059872706250000025,1.3958333333333333,1.875,1.7916666666666667,5.140419511458332,10.745722836458334,21.684376456249993,10.55347819999998,22.458602899999985
2018-12-20,3.3188491239583335,19.91165715624999,11.74574546666665,1008.2161216760413,1.06633695625,0.29193073020833343,0.4498224625,163.79888296666664,0.3816788197916665,78.5538946614583,49.442571590624965,0.001233184374999997,0.000662763541666664,1.0,1.6875,2.7604166666666665,4.803797739583332,14.175071141666665,44.261730021874996,16.977315899999898,25.043098399999973
2018-12-21,3.037782996153846,18.30607831923076,3.9148502222222215,1007.2018902192306,0.7727734115384615,0.005886861538461533,2.3880302999999996,209.91767531153846,0.33184457692307695,-6.219018930769222,0.20131233333333395,0.009695065384615382,0.009485815384615385,1.1538461538461537,3.576923076923077,7.384615384615385,6.193287892307691,11.25447146538461,133.58121914444445,17.8070411999999,18.807519899999992
